,Predictions,Test values
11173,2693597.5,3520000.0
17703,1854884.6,1900000.0
16888,1259271.1,1410000.0
19898,583359.75,477000.0
14252,878456.9,825000.0
17524,1416202.1,1390000.0
8954,642565.3,760000.0
17424,817401.2,680000.0
9676,1169164.0,1500000.0
3708,1053594.0,1150000.0
4749,698244.25,800000.0
4913,666994.9,631000.0
24620,566587.8,493000.0
19960,1778869.0,2300000.0
26880,1497889.4,825000.0
17869,2253429.2,1750000.0
29784,999689.94,800000.0
12735,1603297.9,1720000.0
28549,877785.1,621000.0
24220,1345756.0,1160000.0
5810,1035873.0,785000.0
25274,654484.0,790000.0
13309,1275903.4,1370000.0
19092,482053.94,445000.0
17377,938410.5,790000.0
10496,649868.7,690000.0
26194,671272.25,726000.0
16449,1065686.4,1000000.0
11800,1099773.1,830000.0
7211,898428.44,841000.0
7300,1133372.9,1575000.0
30133,1938565.8,2100000.0
710,1744189.5,1529500.0
20563,1535802.6,1320000.0
28242,469718.16,315000.0
18276,1254789.1,1170000.0
7427,1324353.9,1610000.0
16922,1048142.56,2265000.0
26239,1643096.5,1696000.0
7387,1223727.9,1396500.0
20572,657297.75,605000.0
23741,687268.0,660000.0
182,2276046.0,3755000.0
10339,980673.3,925000.0
19515,1989635.2,2530000.0
2315,568503.25,592500.0
10562,1014266.75,1050000.0
26112,1762998.2,1845500.0
11413,1413663.4,1590000.0
2325,801743.6,691500.0
1250,1197711.0,1130000.0
23371,1164111.6,1260000.0
23377,578873.5,527000.0
28028,1297783.9,1225000.0
27482,787653.06,990000.0
13538,727190.2,725000.0
9025,493716.53,635000.0
6998,893672.7,985000.0
22958,1188392.8,1130000.0
10855,1069071.9,871000.0
26408,1266516.6,1555000.0
3609,1193837.6,1152000.0
26130,734533.3,770000.0
2234,521084.66,501000.0
31187,740964.25,560000.0
17848,951078.5,1225000.0
7705,735453.3,640000.0
17455,473916.53,386000.0
4203,702291.56,810000.0
19335,791687.1,835000.0
23317,1262147.5,1305000.0
4769,1034466.06,1025000.0
17538,566080.3,490000.0
27145,1080926.6,2250000.0
18065,1289360.5,1311000.0
17559,1437877.0,1908000.0
17183,699585.75,799000.0
9468,356301.25,380000.0
27165,564351.4,660000.0
29966,765835.44,760000.0
299,692229.5,588000.0
24942,1278332.6,1045000.0
20379,1253867.1,1151000.0
9511,1162453.5,610000.0
14726,1354877.8,1500000.0
16377,704022.94,810000.0
9507,441468.9,440000.0
7317,1058400.4,1153000.0
25401,742956.8,725000.0
8440,840215.1,812000.0
14094,462538.4,425000.0
28504,1247199.0,1350000.0
14456,929515.25,967000.0
7289,553173.1,466000.0
20926,1816413.8,1450000.0
27761,740042.5,830000.0
14217,646548.9,445000.0
6407,1586747.5,2305000.0
19063,464833.28,371500.0
23567,610338.7,850000.0
14226,894939.3,961000.0
4158,1107402.5,1220000.0
12837,1695269.1,1800000.0
19920,823115.75,800000.0
29694,868405.44,900000.0
21127,582967.0,590000.0
13340,1358493.4,1610000.0
28058,971761.9,1000000.0
22463,528546.44,590000.0
29943,928162.06,920000.0
16899,1578162.2,1577000.0
22111,968408.75,1200000.0
5710,1042553.4,1010000.0
28500,1862260.0,4508000.0
29876,474069.2,412500.0
26225,1156089.9,1050000.0
6328,3248622.2,4980000.0
2247,450146.25,435000.0
30480,563921.9,570000.0
15181,1038785.5,970000.0
24089,499139.1,312000.0
7534,1128185.1,881500.0
30078,819786.3,743000.0
8219,934156.4,1080000.0
454,680273.1,872000.0
4340,443037.06,391000.0
18525,870906.44,1020000.0
22085,524188.12,431250.0
5949,2586042.2,2286000.0
16588,1225082.2,1181000.0
2636,1274685.1,1175000.0
25232,1456249.8,2050000.0
19454,699005.2,661000.0
20802,1983320.8,2290000.0
8118,1046358.3,1082000.0
12741,722461.9,700000.0
778,788517.8,650000.0
3446,1111484.9,1007000.0
19915,1369342.9,1470000.0
13038,1283085.0,990000.0
18549,1449297.2,1960000.0
12205,960281.0,700000.0
18583,1525833.2,1080000.0
20109,829850.25,840000.0
801,538467.2,550000.0
14012,941525.5,960000.0
11945,1105853.9,1025000.0
30188,839434.94,532500.0
6058,1180458.5,730000.0
12482,1531452.1,1465500.0
9199,1192191.8,965000.0
29181,575520.8,660000.0
16856,478680.16,435000.0
11656,848762.44,692000.0
1094,1584436.9,1636000.0
28664,421675.78,300000.0
29901,513229.78,516500.0
46,446765.53,423500.0
11282,719300.75,622000.0
19872,1238218.0,1295000.0
12512,2389221.5,1700000.0
29038,950290.3,1150000.0
10344,479407.62,486000.0
1020,1895304.4,2251000.0
18902,752121.9,640000.0
11535,565961.6,470000.0
21321,1242945.9,1000000.0
13528,814300.25,620000.0
21403,1388132.9,1451000.0
27615,962065.4,970000.0
15839,706066.44,635000.0
16538,1215445.4,1085000.0
4175,548626.7,510000.0
17877,1835096.5,1780000.0
15270,1341988.6,2300000.0
11475,1126809.4,1240000.0
10458,603154.4,490000.0
13612,1810807.1,3000000.0
12792,652458.4,668000.0
3450,594070.6,500000.0
30258,831062.8,720000.0
27390,1791101.1,1600000.0
12989,685239.06,700000.0
9774,872474.75,910000.0
19415,2368163.8,3300000.0
7245,1100601.6,1266000.0
20294,969101.3,1035000.0
25350,726906.25,896000.0
20283,540162.8,430000.0
19628,1841210.4,2730000.0
29637,668539.56,830000.0
29343,1908131.5,1607500.0
2339,1213355.5,1200000.0
15021,834455.1,827000.0
16190,768711.25,680000.0
28978,909896.2,750000.0
29187,620873.0,500000.0
25312,997916.25,1201000.0
5828,867431.8,790000.0
19827,1273840.4,1200000.0
29539,875326.25,885000.0
22722,1307611.1,1000000.0
5971,2338730.8,1800000.0
11565,849827.6,590500.0
9578,364868.12,400000.0
23903,639951.9,641000.0
20669,447335.6,430000.0
10118,1943855.8,2300000.0
17865,523159.5,700000.0
13689,1117386.9,1040000.0
26643,768922.5,754000.0
28573,810049.75,800000.0
23136,1107560.9,935000.0
19569,1330985.2,1400000.0
13225,1097658.9,730000.0
25285,1105211.1,1340000.0
14256,1514037.4,1800000.0
10212,1267359.8,1002000.0
3463,909574.25,820000.0
25241,597853.4,709000.0
16657,1040412.75,1082000.0
14278,1118893.5,1305000.0
9982,686400.1,587000.0
22275,1080114.0,1280000.0
26581,1299236.9,1777000.0
16294,758914.6,820000.0
25550,1799216.8,1560000.0
11382,2166856.0,2381000.0
7040,1274944.4,1340000.0
30452,723285.56,645000.0
30194,2140786.2,2040000.0
20455,930306.44,850000.0
18515,524177.1,381000.0
28803,1665875.2,1550000.0
24426,2346447.8,2670000.0
30374,616131.4,599000.0
28203,938225.75,1254000.0
25914,533770.5,880000.0
7564,941494.8,1125000.0
19016,777090.7,700000.0
18708,813694.75,800000.0
1627,1258084.5,1291000.0
3324,1275345.0,1250000.0
28610,1550028.1,1500000.0
6374,1942554.6,2360000.0
27961,664511.7,617500.0
16535,639626.4,800000.0
29829,611059.44,810000.0
19405,925808.94,970000.0
3264,761894.8,640000.0
3001,606461.2,656000.0
8111,664909.8,751000.0
25864,492916.53,430000.0
304,772050.9,537500.0
23601,1878801.8,1600000.0
22041,2033641.8,1100000.0
4020,799292.75,650000.0
4310,1872276.0,1710000.0
24725,1248469.1,1310000.0
17086,971920.06,1250000.0
24202,1316704.9,1510000.0
14920,846907.06,730000.0
4368,1285542.2,991000.0
27323,470429.25,451000.0
15744,1581448.5,1415000.0
28581,684100.4,668400.0
4093,430647.28,370000.0
13738,1009227.06,1350000.0
13929,440307.47,397000.0
25872,1404516.4,1290000.0
29848,462602.72,530000.0
4425,391991.66,433000.0
2719,682396.06,900000.0
15676,918343.44,780000.0
22833,1350601.9,1385000.0
9384,1634436.4,1540000.0
4392,502954.38,480000.0
2462,1925827.8,1085000.0
8792,1256209.5,1250000.0
23643,735270.75,565000.0
25334,1200146.5,1250000.0
20353,853700.5,900000.0
9260,492591.2,407000.0
15561,802550.44,630000.0
16166,1140248.8,877000.0
18371,1241811.8,865000.0
6792,1083476.9,665000.0
2405,405765.47,370000.0
27872,827173.3,705000.0
28292,655360.5,628000.0
19473,2108679.0,1908000.0
20292,983553.2,950000.0
2252,474336.38,491000.0
2227,588662.25,1044000.0
23654,1194855.0,975000.0
263,671681.94,712000.0
11719,1292844.8,1350000.0
5087,2346313.0,2980000.0
8548,459188.84,440000.0
21610,1153229.2,850000.0
22373,475048.03,335000.0
9894,598755.2,680000.0
18745,864955.2,960000.0
26044,1237962.8,1330000.0
19565,766530.2,955000.0
25414,2464306.5,2300000.0
12831,759132.6,575000.0
6311,2744122.8,5075000.0
24191,3231170.5,3600000.0
12321,1430208.0,2100000.0
2366,1116958.5,1300000.0
30966,844979.5,875000.0
24300,1175687.8,1222000.0
30827,701660.44,720000.0
15756,805352.3,735000.0
18656,1211373.6,1100000.0
29560,683152.7,690000.0
10917,853216.5,620000.0
24329,721228.94,517000.0
17251,579410.75,575000.0
869,2520772.5,2800000.0
2014,1657016.6,1290000.0
2754,2722479.0,2800000.0
6626,754446.7,820000.0
19733,964549.94,1050000.0
7313,1305799.9,990000.0
29519,523455.2,535000.0
11977,1693286.1,1475000.0
27265,661002.6,710000.0
9837,864597.75,895000.0
27208,1102809.0,950000.0
16548,746663.3,537000.0
1673,1849373.8,1670000.0
3018,695338.8,572000.0
24429,1881017.1,1630000.0
1273,1204174.4,1293000.0
9673,1221787.5,1390000.0
28100,779980.3,740000.0
9262,803873.4,1030000.0
17460,1748545.5,1330000.0
11500,924702.8,1375000.0
19646,378727.12,330000.0
25669,1151230.9,1080000.0
25636,2448350.8,3820000.0
11485,933729.7,690000.0
1593,1332413.5,1040000.0
2334,1071781.5,1190000.0
27770,526480.56,472500.0
6687,371924.3,400000.0
26310,619237.25,659000.0
3850,482017.9,632000.0
23635,1326646.9,1400000.0
29242,1356681.1,1350000.0
16024,512147.22,447500.0
22074,470516.62,290000.0
17040,827459.44,737500.0
17284,1842768.6,2100000.0
3016,665222.3,983500.0
4402,491552.94,490000.0
16785,1053773.1,1042000.0
28609,1286034.4,1400000.0
15930,716361.7,755000.0
9124,1094215.1,1355000.0
22685,727660.3,625500.0
4910,928690.44,825000.0
25960,772047.1,800000.0
31064,1101224.6,1075000.0
30474,727003.8,811000.0
23447,1058957.5,965000.0
13133,1067706.5,1108000.0
28625,949989.94,985000.0
6896,977630.8,902000.0
1623,894848.9,640000.0
14606,641803.8,610000.0
24227,1104428.2,1255000.0
3240,1184900.1,1450000.0
4204,716471.5,692000.0
17694,944300.0,800000.0
8418,940986.3,836000.0
10069,1910796.4,2003000.0
11278,894798.56,538000.0
26314,593132.7,590000.0
5541,1418753.8,1680000.0
14326,775527.4,572000.0
13710,1162271.4,1301000.0
20194,839262.7,861000.0
23667,635088.1,600000.0
15797,1241277.6,1565000.0
23659,954134.9,990000.0
1203,1824118.9,2040000.0
19408,1132641.8,1460000.0
30039,1632454.1,1135000.0
7500,543846.8,585500.0
10663,1896471.8,2230000.0
29364,1613331.6,1675000.0
6864,1420415.1,1361500.0
21432,1087222.4,903000.0
1620,1002707.6,870000.0
431,1555235.4,1900000.0
16105,1616214.4,3275000.0
9724,739749.0,630000.0
10703,466492.4,491500.0
16946,547544.7,470000.0
16460,882046.25,1071888.0
13188,2069490.5,2020000.0
4163,796991.1,846000.0
29828,838511.56,845000.0
21425,1638539.1,2250000.0
27775,745059.56,782000.0
16452,1133521.2,1275000.0
2751,1803463.5,3000000.0
11838,709352.44,730000.0
3209,995875.56,881000.0
25226,1922119.0,1500000.0
28968,965502.7,1050000.0
19285,1438497.1,1500000.0
5429,1110934.9,920000.0
29043,748212.06,1204000.0
22752,1153239.1,1560000.0
12884,580243.44,650000.0
4027,458306.78,520000.0
17296,1002239.9,807500.0
17534,937512.44,792000.0
3790,2238247.5,1650000.0
17144,1115203.6,883000.0
107,689015.56,715000.0
1565,1263878.8,1266000.0
20552,993870.25,965000.0
24845,895359.6,941000.0
26233,860073.8,870000.0
15651,1158526.0,1880000.0
20366,1876978.2,2151000.0
6972,640121.4,490500.0
19278,1903444.1,1755000.0
25199,1260495.8,970000.0
18547,730705.56,1010000.0
13375,1068134.0,1580000.0
2681,2034311.9,2000000.0
30613,1483354.1,1560000.0
14556,744434.2,800000.0
18103,523031.44,463000.0
14121,1041579.7,1035000.0
9853,632290.7,555000.0
4043,1631507.0,1467000.0
8427,813550.44,810000.0
556,959392.44,1010000.0
22176,684154.44,585000.0
29980,1356521.6,1700000.0
26446,601415.0,730000.0
12342,1533312.0,1502000.0
23902,597037.44,535000.0
10048,833909.3,711000.0
11270,966822.44,751000.0
10868,1021373.56,1100000.0
14812,907444.25,890000.0
9491,533478.6,530000.0
26720,1011558.4,1300000.0
23500,1011802.06,1257000.0
12593,515124.66,630000.0
9947,629276.06,611000.0
21456,498332.78,640000.0
1353,653894.6,760000.0
7210,954299.94,1105000.0
19397,699539.4,632000.0
4738,1300363.4,1541000.0
6843,1009164.06,990000.0
24760,611149.1,669000.0
17759,529245.7,600000.0
11558,686897.44,610000.0
17840,1666780.5,1380000.0
20330,1916589.2,1550000.0
26690,619552.2,700000.0
2435,1353746.5,1235000.0
15160,1281247.9,855000.0
3154,1474891.0,1775000.0
7061,946187.9,950000.0
26036,1675519.6,1500000.0
20909,1474313.6,1650000.0
21784,1647182.1,1457500.0
17383,659132.3,705000.0
17992,818915.56,766000.0
29276,1223655.2,1220000.0
7803,486786.3,500000.0
9762,608249.9,490000.0
11004,1060679.6,1720000.0
14045,772919.44,800000.0
30436,1707568.0,1700000.0
17064,837925.8,806000.0
25305,897770.5,1035000.0
29235,2073741.9,1681000.0
11218,592891.06,638500.0
5240,625667.5,545000.0
18404,1261585.1,1721000.0
4963,575570.2,545000.0
18883,587022.6,750000.0
25656,846749.94,1175000.0
22404,1039510.2,1200000.0
17042,557686.2,553100.0
23940,1601736.9,1570000.0
25204,951811.25,6500000.0
8187,1115005.6,1260000.0
19670,576438.7,591000.0
16862,1198400.8,1060000.0
18637,679757.25,760000.0
3988,513702.7,456000.0
27948,1200908.6,1000000.0
16750,700362.8,714000.0
14081,714022.5,741000.0
16865,1392675.4,1456000.0
24475,1140529.0,950000.0
6593,735384.3,820000.0
26550,747706.0,820000.0
15135,484916.22,455000.0
30768,628529.2,850000.0
21059,1473375.1,1508000.0
23085,469576.47,412500.0
24221,683999.5,810000.0
11376,626873.94,680000.0
19911,1390146.1,1275000.0
23293,411841.7,359000.0
8934,1093577.0,791500.0
8906,828956.6,750000.0
14789,836792.44,706500.0
18680,845811.44,881000.0
2064,1530629.8,1845000.0
7219,508025.8,470000.0
21598,532848.06,640000.0
11635,354281.75,290000.0
19537,573335.44,580500.0
24803,1305131.8,2350000.0
24251,387417.72,390000.0
16905,373762.12,280000.0
11787,919130.8,820000.0
6877,1496560.5,1322000.0
4753,894503.1,850000.0
21149,961733.9,915000.0
26275,1855041.1,2295000.0
13084,939369.9,891000.0
20458,894926.56,805000.0
2044,2349916.5,2550000.0
975,3858021.8,2810000.0
16816,1368188.2,1460000.0
28825,804599.9,1341000.0
8689,1275013.1,737000.0
532,832960.8,1075000.0
14051,342898.47,490000.0
26886,1998089.5,3010000.0
13281,701991.5,926000.0
15359,1141247.4,1200000.0
22331,589843.2,553500.0
21631,2010639.2,2056000.0
7711,759383.44,818000.0
798,1015274.94,990000.0
13480,561898.1,630000.0
28860,530814.2,575000.0
13278,479203.8,535000.0
20074,729517.6,762000.0
11934,904737.5,849500.0
8336,698591.56,685000.0
24422,2438926.0,2115000.0
9083,985614.2,965000.0
30073,1930241.0,1600000.0
1999,2258374.5,2900000.0
22848,845491.8,1150000.0
18318,744047.75,650000.0
26972,1345942.5,1280000.0
21088,928500.06,850000.0
12713,706559.1,655000.0
17555,724994.8,749000.0
8669,1146855.0,1162000.0
25618,929680.8,1501000.0
28396,1188816.0,1100000.0
29037,789338.9,808000.0
26118,819957.6,727000.0
30722,1003269.6,770000.0
24651,847923.56,850000.0
256,753888.1,916500.0
18622,978868.1,951000.0
3505,514245.1,532500.0
14753,1148192.8,850000.0
20172,564192.2,500000.0
8563,738692.44,475000.0
4482,869264.5,735000.0
23271,765206.25,706000.0
12508,694111.7,771000.0
28790,1072844.1,750000.0
7196,749102.5,740000.0
19797,1265704.0,1470000.0
29433,644158.8,588000.0
11733,1498869.0,1960000.0
19055,417005.25,510000.0
7096,815224.75,770000.0
1936,3191438.8,3105000.0
30749,1395440.1,1675000.0
31074,1489187.6,1291000.0
11327,1216935.6,1220000.0
17212,975471.0,1415000.0
3352,1198832.2,1136000.0
12963,1915913.1,1750000.0
13853,540300.44,421000.0
7799,848704.3,725000.0
31416,1464639.9,1550000.0
20931,1263204.5,1100000.0
29070,1237236.9,1160000.0
30624,1049849.1,925000.0
11406,1597526.8,1538000.0
16502,500635.6,550000.0
29468,463652.12,309000.0
13428,759723.56,770000.0
16609,1362489.6,1425000.0
17384,580321.1,570000.0
29841,620538.3,550000.0
23830,1014824.44,675000.0
601,1823479.8,2050000.0
7353,956394.44,550000.0
30819,776999.8,772500.0
22864,1535366.4,1180000.0
6083,3680949.0,2250000.0
2523,1421733.8,1400000.0
17426,1099160.4,1107500.0
30024,830502.56,835000.0
8030,889396.7,841000.0
22664,1096750.8,1075000.0
28840,1676216.0,1400000.0
23226,784358.94,1125000.0
10277,1297018.6,1430000.0
28529,664116.2,740000.0
464,719705.4,690000.0
29935,670264.5,860000.0
20492,1500811.0,1730000.0
22360,721492.5,640000.0
10782,358096.72,501000.0
10597,680086.75,632000.0
9296,2073693.0,2285000.0
11562,751173.1,690000.0
21485,443178.47,415000.0
1507,1033919.06,1189000.0
10825,701519.75,753000.0
14651,1775891.5,2100000.0
31198,708008.2,999000.0
27950,1258864.4,1600000.0
30011,354904.7,270000.0
3086,622233.06,540000.0
10820,798637.3,915000.0
21802,582129.06,523000.0
2971,634752.06,707000.0
17539,416296.62,392250.0
24383,985652.3,660000.0
13009,877445.1,931000.0
6885,908683.3,890500.0
3588,2197902.5,1924500.0
2164,470802.4,445000.0
25655,2590039.5,2710000.0
10240,1260874.5,1150000.0
23941,1713180.6,1405000.0
25715,757694.1,775100.0
4961,740063.75,721000.0
13395,752718.1,1290000.0
20357,1394958.2,1354000.0
3300,1054239.8,947000.0
15236,798547.06,955000.0
1156,695055.7,1040000.0
23569,1275944.1,1000000.0
29780,1158955.8,1160000.0
5157,665664.9,801000.0
22400,2428960.5,2200000.0
8670,786164.8,620000.0
28641,552986.75,525000.0
5198,2068986.8,1575000.0
14849,3062372.8,3050000.0
12552,632676.7,605000.0
17594,1275558.4,1430000.0
27045,940600.06,740000.0
16980,694427.44,818000.0
9658,1547959.2,1030000.0
5540,2583768.5,2265000.0
18346,1394468.0,2070000.0
14449,653898.4,506000.0
19003,576352.75,520000.0
28597,1092867.1,1290000.0
16606,669487.25,856000.0
4977,424428.97,330000.0
5459,736523.25,800000.0
12487,1667385.0,1590000.0
16031,1360562.4,1210000.0
6936,1812916.5,1740000.0
26023,1392362.8,1487000.0
14510,1018447.8,1250000.0
17211,968060.56,1625000.0
6711,563786.9,650000.0
20057,1659685.1,1350000.0
9592,612783.94,431000.0
23948,691852.75,1030000.0
2906,1326420.6,1280000.0
19593,823213.6,950000.0
21972,591112.56,420000.0
14090,700169.8,760000.0
27622,2344353.5,1820000.0
15131,2574232.8,1850000.0
5802,678900.1,781000.0
26404,1021491.2,1235500.0
14288,1029238.2,1088000.0
14736,397391.25,290000.0
17359,750212.44,740000.0
21193,727863.6,650000.0
27364,714457.56,652000.0
17484,821365.7,930000.0
7583,961920.75,778000.0
28138,1346519.9,1675000.0
7509,634227.4,675500.0
7113,1035245.25,910000.0
5564,632284.44,705000.0
21236,866479.44,926500.0
20710,1204197.5,1030000.0
5937,4649331.5,6500000.0
8500,397700.16,323000.0
3389,951271.94,670000.0
30022,883781.2,900000.0
16800,745552.2,670500.0
26670,1281247.9,1460000.0
11144,564880.0,480000.0
23550,1219366.2,1240000.0
18716,728759.5,755000.0
4958,887859.06,750000.0
2442,1111942.8,980000.0
26080,1133223.8,1000000.0
30746,1178241.2,1230000.0
24196,1783146.1,1500000.0
17800,942259.75,905000.0
10079,2874926.8,2100000.0
2240,468499.66,601000.0
28088,950268.2,967500.0
11546,583105.9,600000.0
22855,1153842.2,1260000.0
5610,1269674.2,1065000.0
22266,607045.75,430000.0
6587,768725.3,500000.0
26166,623296.8,730000.0
28421,951511.9,940000.0
17114,1403923.5,1140000.0
15146,913033.0,1090000.0
3483,1104685.4,1050000.0
15184,1185621.8,1200000.0
28243,673197.8,735500.0
8886,1206194.2,1100000.0
17447,860487.0,797000.0
13960,677141.44,866000.0
15821,1398353.8,1360000.0
21893,576655.44,379500.0
29264,787715.6,862000.0
31058,749448.56,671000.0
27955,449246.12,416000.0
14773,1355530.0,1315000.0
12301,495884.6,480000.0
13349,575084.9,471250.0
18224,560784.7,412500.0
16252,1003692.5,901000.0
26313,494538.78,476500.0
7681,1355301.0,977000.0
21548,444400.3,405000.0
5110,1594631.0,2410000.0
20481,600841.56,530000.0
4371,533202.8,452000.0
511,832960.8,872500.0
15852,512173.3,503000.0
29295,1009539.5,950000.0
24660,824588.06,921000.0
5850,480614.5,410000.0
31253,667626.25,690500.0
8162,964067.44,925000.0
26811,923920.44,820000.0
5692,889951.94,970000.0
26988,695567.56,652000.0
19562,624208.7,650000.0
15412,663406.8,595000.0
17806,658819.94,586000.0
14500,914491.6,715000.0
19337,606831.0,640000.0
12565,1388161.6,1200000.0
15604,601294.94,543000.0
28902,1549638.0,1780000.0
2682,1492978.9,1302000.0
10813,527610.1,555000.0
4330,947745.06,865500.0
28488,672206.9,740000.0
28802,1126345.1,915000.0
20220,879448.75,985000.0
6667,478073.66,360000.0
3478,662308.5,625000.0
8682,494121.03,431000.0
27584,2179567.5,1475000.0
18468,478445.7,310000.0
1628,1738399.0,1620000.0
12825,878337.6,895000.0
27117,718356.25,808000.0
18443,1320252.4,900000.0
5763,1036226.3,852000.0
5239,2022503.8,2325000.0
21721,2427696.0,1740000.0
18647,1210768.0,990000.0
12627,1008706.94,995000.0
3587,894248.56,860000.0
17948,1726884.5,1650000.0
14874,629666.75,665000.0
12699,1129623.1,1380000.0
11075,982677.6,1024000.0
22709,580212.94,655000.0
8138,897206.3,560000.0
17846,1401494.8,1625000.0
7399,1085482.8,1095000.0
9902,773726.7,665000.0
11142,896608.2,872000.0
21819,825553.5,871000.0
12138,531182.94,480000.0
8888,890446.44,895000.0
1966,1467426.2,1445000.0
22367,800546.25,677000.0
3065,1182219.0,1090000.0
7560,941494.8,1200500.0
30358,1463377.9,1710000.0
18955,522346.56,545000.0
22570,1132196.4,1142000.0
3802,990661.1,895000.0
22909,572110.0,672000.0
5735,655710.75,711000.0
18024,2441459.5,2165000.0
3548,1372531.5,1326000.0
18541,658285.94,690000.0
11640,354281.75,331000.0
29638,654199.94,665000.0
6569,533001.4,620000.0
10282,1083586.8,970000.0
18773,530593.7,604000.0
13162,1792575.8,2000000.0
7314,534364.0,605000.0
18534,602409.6,540000.0
18965,986598.4,900000.0
24791,770644.94,733000.0
29313,1641969.6,1880000.0
7573,557458.44,625000.0
25114,723285.56,725000.0
24358,512682.12,488000.0
18519,603158.94,440000.0
8255,1040596.06,1088000.0
10009,466178.97,462000.0
144,1791952.6,1550000.0
24501,2405294.2,2112000.0
19857,1373107.8,1520000.0
41,1243600.1,1090000.0
30664,1318146.4,1650000.0
3055,574954.4,722500.0
9921,745315.25,871000.0
4747,585954.56,555000.0
19618,729314.9,840000.0
25879,1066030.4,1260000.0
1525,1219347.2,1000000.0
31016,1672210.6,1455000.0
8802,1449694.0,2857000.0
4253,1038927.06,870000.0
15709,830693.3,828000.0
22524,582750.6,600000.0
22939,1438497.1,1589000.0
6486,1281752.5,1297000.0
3985,1217765.6,2390000.0
2884,1445615.1,1555000.0
8604,627154.75,525000.0
6189,714862.44,672000.0
18486,876282.25,800000.0
25965,822001.44,760000.0
14197,755937.0,955000.0
14260,1512148.6,1365000.0
7786,922259.7,1340000.0
17141,677083.2,775000.0
25379,598909.9,845000.0
11568,945383.6,677200.0
11630,692772.7,605000.0
11222,1030331.75,1110000.0
18626,884038.2,780000.0
21957,2679082.0,4000000.0
20773,774375.75,990000.0
3866,2390813.5,2780000.0
24381,1560468.0,1620000.0
21533,664330.7,651000.0
10812,626127.2,580000.0
18309,1770565.1,2000000.0
24047,669272.1,495000.0
17938,1262878.9,1253000.0
8203,1491450.4,1615000.0
30709,749164.5,651000.0
16819,1622525.4,1615000.0
10016,1754485.9,2009000.0
26884,611668.7,610000.0
9518,378983.12,451000.0
30640,880019.4,810000.0
18886,1275680.0,920000.0
17345,657048.7,645000.0
17777,530021.25,410000.0
29974,674571.9,552000.0
693,1308703.6,1510000.0
27342,622778.56,870000.0
25658,1125940.1,1050000.0
19574,523976.25,600000.0
785,572165.5,440000.0
15283,1035139.25,915000.0
25313,655135.6,700000.0
7098,1178834.2,993000.0
4162,571379.06,602000.0
20267,635369.9,660000.0
7344,1380569.0,1085000.0
13519,857705.3,910000.0
27871,782960.9,770000.0
5797,767288.25,551000.0
11154,1685154.9,1260000.0
28454,1216168.8,1335000.0
27137,1616028.2,1245000.0
16104,1826111.1,2655000.0
16791,510117.4,570000.0
8104,965172.0,900000.0
19411,623056.2,531000.0
19730,1291597.5,1095000.0
28578,615021.75,475000.0
11185,589787.0,615000.0
14190,1107363.2,1045000.0
30627,1669112.6,1601000.0
1082,2153298.0,2070000.0
11259,513449.97,460000.0
14949,639734.94,975000.0
84,646405.6,680000.0
3546,1145286.9,1015000.0
28134,651026.25,430000.0
23884,634003.75,525000.0
22822,655245.25,800000.0
21230,823064.06,780000.0
31219,761872.25,665000.0
7303,1262536.4,1655000.0
30071,1145125.5,1910000.0
9022,949757.25,860000.0
23536,702629.06,720000.0
18878,617098.94,592000.0
28570,846321.6,740000.0
5694,749079.44,625000.0
17390,578395.25,660000.0
31209,731382.9,620000.0
18779,737151.8,570000.0
16409,937572.44,890000.0
231,1126008.5,1525000.0
29002,799890.3,985000.0
6629,1230952.8,1030000.0
9661,919024.0,1100000.0
5831,347344.7,370000.0
5113,1768688.5,2450000.0
5768,868902.56,845000.0
30898,927600.75,857500.0
2625,3005418.0,2600000.0
21660,1466403.2,1575000.0
30918,493065.4,540000.0
5538,1677463.5,1450000.0
8507,388075.34,390000.0
7131,1121783.2,945000.0
15046,863700.4,885000.0
2514,1326645.4,1250000.0
30173,1919970.1,1665000.0
23956,474025.3,518000.0
7072,1029428.75,1030000.0
21862,1717414.6,1280000.0
14727,1722578.1,1655000.0
13703,344955.53,350000.0
7825,1233305.6,1082000.0
7167,712613.0,600000.0
23142,1164690.1,1000000.0
26443,557027.1,520000.0
4787,558933.44,541000.0
28622,746615.06,595000.0
18177,913906.2,880000.0
19819,2432713.0,2515000.0
24155,1388510.1,1550000.0
30442,736236.94,611000.0
25731,594898.44,672000.0
13648,748616.8,650000.0
22513,1048323.6,960000.0
3056,1947962.1,1600000.0
28062,687954.94,605000.0
27379,1025972.5,1260000.0
6558,796949.75,637000.0
20650,849181.2,605000.0
19597,726552.25,695000.0
16879,746615.06,611500.0
5097,2242317.8,3325000.0
9164,2272635.0,770000.0
22534,1836454.9,2600000.0
26572,1487520.1,1190000.0
10046,2323990.0,1812500.0
30996,523126.56,650000.0
987,1659247.4,1750000.0
8408,855800.06,890000.0
14513,1163628.6,1225000.0
28411,1165870.9,1300000.0
25405,753498.1,750000.0
7717,898372.8,723000.0
17282,984954.25,630000.0
8451,627275.9,590000.0
17116,524293.2,353000.0
27924,1004333.25,985000.0
11054,2135328.5,1625000.0
30941,839560.6,830000.0
19983,604529.7,680000.0
16237,1009673.75,1200000.0
7816,2069623.9,1820000.0
974,2181303.5,2275000.0
24559,978045.7,635000.0
9748,1030566.2,1285000.0
27048,622750.25,652500.0
